rawName,canonicalName,confidenceScore,resolutionMethod
oritera,oritera,100.0,PASSTHROUGH
orq-ai,orq-ai,100.0,PASSTHROUGH
ostis-ai,ostis-ai,100.0,PASSTHROUGH
oucailab,oucailab,100.0,PASSTHROUGH
owndev,owndev,100.0,PASSTHROUGH
oxbshw,oxbshw,100.0,PASSTHROUGH
p-ai-org,p-ai-org,100.0,PASSTHROUGH
pab1it0,pab1it0,100.0,PASSTHROUGH
paiml,paiml,100.0,PASSTHROUGH
palico-ai,palico-ai,100.0,PASSTHROUGH
parea-ai,parea-ai,100.0,PASSTHROUGH
partme-ai,partme-ai,100.0,PASSTHROUGH
pathintegral-institute,pathintegral-institute,100.0,PASSTHROUGH
patterns-ai-core,patterns-ai-core,100.0,PASSTHROUGH
paulpierre,paulpierre,100.0,PASSTHROUGH
pchunduri6,pchunduri6,100.0,PASSTHROUGH
pdsuwwz,pdsuwwz,100.0,PASSTHROUGH
people-ai,people-ai,100.0,PASSTHROUGH
perceptron-ai-inc,perceptron-ai-inc,100.0,PASSTHROUGH
pezzolabs,pezzolabs,100.0,PASSTHROUGH
pgalko,pgalko,100.0,PASSTHROUGH
pinecone-io,pinecone-io,100.0,PASSTHROUGH
pixeltable,pixeltable,100.0,PASSTHROUGH
pixillab,pixillab,100.0,PASSTHROUGH
plandex-ai,plandex-ai,100.0,PASSTHROUGH
plastic-labs,plastic-labs,100.0,PASSTHROUGH
plexe-ai,plexe-ai,100.0,PASSTHROUGH
pollinations,pollinations,100.0,PASSTHROUGH
polterguy,polterguy,100.0,PASSTHROUGH
positron-ai,positron-ai,100.0,PASSTHROUGH
postgres-ai,postgres-ai,100.0,PASSTHROUGH
postgresml,postgresml,100.0,PASSTHROUGH
postmanlabs,postmanlabs,100.0,PASSTHROUGH
potpie-ai,potpie-ai,100.0,PASSTHROUGH
pranshuchittora,pranshuchittora,100.0,PASSTHROUGH
prefect-archive,prefect-archive,100.0,PASSTHROUGH
pretzelai,pretzelai,100.0,PASSTHROUGH
prism-php,prism-php,100.0,PASSTHROUGH
prmsolutions,prmsolutions,100.0,PASSTHROUGH
probabilisticai,probabilisticai,100.0,PASSTHROUGH
project-anuvaad,project-anuvaad,100.0,PASSTHROUGH
project-ryoma,project-ryoma,100.0,PASSTHROUGH
prompt-security,prompt-security,100.0,PASSTHROUGH
promptable,promptable,100.0,PASSTHROUGH
protectai,protectai,100.0,PASSTHROUGH
proxy-intell,proxy-intell,100.0,PASSTHROUGH
proxysoul,proxysoul,100.0,PASSTHROUGH
qaml-ai,qaml-ai,100.0,PASSTHROUGH
qedsoftware,qedsoftware,100.0,PASSTHROUGH
qingkelab,qingkelab,100.0,PASSTHROUGH
qompassai,qompassai,100.0,PASSTHROUGH
quack-ai,quack-ai,100.0,PASSTHROUGH
quarkiverse,quarkiverse,100.0,PASSTHROUGH
quests-org,quests-org,100.0,PASSTHROUGH
quiverai,quiverai,100.0,PASSTHROUGH
quoroom-ai,quoroom-ai,100.0,PASSTHROUGH
qurAI-amsterdam,qurAI-amsterdam,100.0,PASSTHROUGH
qureai,qureai,100.0,PASSTHROUGH
r14dd,r14dd,100.0,PASSTHROUGH
r1n7aro,r1n7aro,100.0,PASSTHROUGH
radaisystems,radaisystems,100.0,PASSTHROUGH
radareorg,radareorg,100.0,PASSTHROUGH
rafska,rafska,100.0,PASSTHROUGH
raga-ai-hub,raga-ai-hub,100.0,PASSTHROUGH
rail-berkeley,rail-berkeley,100.0,PASSTHROUGH
raiyanyahya,raiyanyahya,100.0,PASSTHROUGH
rapidaai,rapidaai,100.0,PASSTHROUGH
rasbt,rasbt,100.0,PASSTHROUGH
raysonmeng,raysonmeng,100.0,PASSTHROUGH
raznem,raznem,100.0,PASSTHROUGH
realsenseai,realsenseai,100.0,PASSTHROUGH
realtime-ai,realtime-ai,100.0,PASSTHROUGH
recallai,recallai,100.0,PASSTHROUGH
recursal,recursal,100.0,PASSTHROUGH
redhat-ai-dev,redhat-ai-dev,100.0,PASSTHROUGH
redhat-ai-services,redhat-ai-services,100.0,PASSTHROUGH
redhat-composer-ai,redhat-composer-ai,100.0,PASSTHROUGH
redis-applied-ai,redis-applied-ai,100.0,PASSTHROUGH
refly-ai,refly-ai,100.0,PASSTHROUGH
regolo-ai,regolo-ai,100.0,PASSTHROUGH
remyxai,remyxai,100.0,PASSTHROUGH
replit,replit,100.0,PASSTHROUGH
resemble-ai,resemble-ai,100.0,PASSTHROUGH
retail-ai-inc,retail-ai-inc,100.0,PASSTHROUGH
reworkd,reworkd,100.0,PASSTHROUGH
rh-ai-quickstart,rh-ai-quickstart,100.0,PASSTHROUGH
rh-aiservices-bu,rh-aiservices-bu,100.0,PASSTHROUGH
riiid,riiid,100.0,PASSTHROUGH
rivet-dev,rivet-dev,100.0,PASSTHROUGH
rizerphe,rizerphe,100.0,PASSTHROUGH
rnadigital,rnadigital,100.0,PASSTHROUGH
rnchg,rnchg,100.0,PASSTHROUGH
robosoft-ai,robosoft-ai,100.0,PASSTHROUGH
rogue-security,rogue-security,100.0,PASSTHROUGH
rohitg00,rohitg00,100.0,PASSTHROUGH
ros-ai,ros-ai,100.0,PASSTHROUGH
rowboatlabs,rowboatlabs,100.0,PASSTHROUGH
rtk-ai,rtk-ai,100.0,PASSTHROUGH
ruc-datalab,ruc-datalab,100.0,PASSTHROUGH
rudrankriyam,rudrankriyam,100.0,PASSTHROUGH
run-ai,run-ai,100.0,PASSTHROUGH
run-llama,run-llama,100.0,PASSTHROUGH
runloopai,runloopai,100.0,PASSTHROUGH
runvendo,runvendo,100.0,PASSTHROUGH
rustformers,rustformers,100.0,PASSTHROUGH
rusting-ai,rusting-ai,100.0,PASSTHROUGH
saamaresearch,saamaresearch,100.0,PASSTHROUGH
sageailabs,sageailabs,100.0,PASSTHROUGH
sail-sg,sail-sg,100.0,PASSTHROUGH
samchon,samchon,100.0,PASSTHROUGH
sammcj,sammcj,100.0,PASSTHROUGH
samyama-ai,samyama-ai,100.0,PASSTHROUGH
sanbuphy,sanbuphy,100.0,PASSTHROUGH
sansan0,sansan0,100.0,PASSTHROUGH
santifer,santifer,100.0,PASSTHROUGH
sarvamai,sarvamai,100.0,PASSTHROUGH
sashirestela,sashirestela,100.0,PASSTHROUGH
sauravpanda,sauravpanda,100.0,PASSTHROUGH
sberbank-ai,sberbank-ai,100.0,PASSTHROUGH
sberbank-ai-lab,sberbank-ai-lab,100.0,PASSTHROUGH
scamai,scamai,100.0,PASSTHROUGH
sciai-lab,sciai-lab,100.0,PASSTHROUGH
screenpipe,screenpipe,100.0,PASSTHROUGH
sdcb,sdcb,100.0,PASSTHROUGH
second-state,second-state,100.0,PASSTHROUGH
secondlayerco,secondlayerco,100.0,PASSTHROUGH
seerai,seerai,100.0,PASSTHROUGH
segments-ai,segments-ai,100.0,PASSTHROUGH
semantica-agi,semantica-agi,100.0,PASSTHROUGH
semperai,semperai,100.0,PASSTHROUGH
sendaifun,sendaifun,100.0,PASSTHROUGH
series-ai,series-ai,100.0,PASSTHROUGH
serp-ai,serp-ai,100.0,PASSTHROUGH
shareAI-lab,shareAI-lab,100.0,PASSTHROUGH
shcherbak-ai,shcherbak-ai,100.0,PASSTHROUGH
sherlockchou86,sherlockchou86,100.0,PASSTHROUGH
shield-ai,shield-ai,100.0,PASSTHROUGH
shisa-ai,shisa-ai,100.0,PASSTHROUGH
shiwenwen,shiwenwen,100.0,PASSTHROUGH
shobrook,shobrook,100.0,PASSTHROUGH
shog-ai,shog-ai,100.0,PASSTHROUGH
sierra-research,sierra-research,100.0,PASSTHROUGH
signal-ai,signal-ai,100.0,PASSTHROUGH
sigoden,sigoden,100.0,PASSTHROUGH
sil-ai,sil-ai,100.0,PASSTHROUGH
silvanmelchior,silvanmelchior,100.0,PASSTHROUGH
sinanuozdemir,sinanuozdemir,100.0,PASSTHROUGH
sinaptik-ai,sinaptik-ai,100.0,PASSTHROUGH
sionic-ai,sionic-ai,100.0,PASSTHROUGH
six2dez,six2dez,100.0,PASSTHROUGH
skit-ai,skit-ai,100.0,PASSTHROUGH
skytells-research,skytells-research,100.0,PASSTHROUGH
sleuth-io,sleuth-io,100.0,PASSTHROUGH
sligter,sligter,100.0,PASSTHROUGH
smallcloudai,smallcloudai,100.0,PASSTHROUGH
smallest-inc,smallest-inc,100.0,PASSTHROUGH
smallmain,smallmain,100.0,PASSTHROUGH
smart-mcp-proxy,smart-mcp-proxy,100.0,PASSTHROUGH
smkalami,smkalami,100.0,PASSTHROUGH
smol-ai,smol-ai,100.0,PASSTHROUGH
snorkel-ai,snorkel-ai,100.0,PASSTHROUGH
sovaai,sovaai,100.0,PASSTHROUGH
sozercan,sozercan,100.0,PASSTHROUGH
speakeasy-api,speakeasy-api,100.0,PASSTHROUGH
spear-ai,spear-ai,100.0,PASSTHROUGH
spiceai,spiceai,100.0,PASSTHROUGH
spicehq,spicehq,100.0,PASSTHROUGH
spinabot,spinabot,100.0,PASSTHROUGH
splx-ai,splx-ai,100.0,PASSTHROUGH
spring-ai-community,spring-ai-community,100.0,PASSTHROUGH
springaialibaba,springaialibaba,100.0,PASSTHROUGH
sqliteai,sqliteai,100.0,PASSTHROUGH
stacklok,stacklok,100.0,PASSTHROUGH
starbaser,starbaser,100.0,PASSTHROUGH
starlake-ai,starlake-ai,100.0,PASSTHROUGH
stas00,stas00,100.0,PASSTHROUGH
statelyai,statelyai,100.0,PASSTHROUGH
steel-dev,steel-dev,100.0,PASSTHROUGH
stefanoamorelli,stefanoamorelli,100.0,PASSTHROUGH
steven-jianhao-li,steven-jianhao-li,100.0,PASSTHROUGH
steven2358,steven2358,100.0,PASSTHROUGH
stoyan-stoyanov,stoyan-stoyanov,100.0,PASSTHROUGH
strands-agents,strands-agents,100.0,PASSTHROUGH
strands-labs,strands-labs,100.0,PASSTHROUGH
stripe,stripe,100.0,PASSTHROUGH
substratusai,substratusai,100.0,PASSTHROUGH
sudocode-ai,sudocode-ai,100.0,PASSTHROUGH
summarizepaper,summarizepaper,100.0,PASSTHROUGH
sums001,sums001,100.0,PASSTHROUGH
sunmh207,sunmh207,100.0,PASSTHROUGH
supabase-community,supabase-community,100.0,PASSTHROUGH
superagent-ai,superagent-ai,100.0,PASSTHROUGH
superglue-ai,superglue-ai,100.0,PASSTHROUGH
superiorlu,superiorlu,100.0,PASSTHROUGH
superlinked,superlinked,100.0,PASSTHROUGH
superloglabs,superloglabs,100.0,PASSTHROUGH
surge-ai,surge-ai,100.0,PASSTHROUGH
swarmclawai,swarmclawai,100.0,PASSTHROUGH
sweepai,sweepai,100.0,PASSTHROUGH
swirl-ai,swirl-ai,100.0,PASSTHROUGH
swiss-ai,swiss-ai,100.0,PASSTHROUGH
swiss-ai-center,swiss-ai-center,100.0,PASSTHROUGH
synheart-ai,synheart-ai,100.0,PASSTHROUGH
synthetic-sciences,synthetic-sciences,100.0,PASSTHROUGH
syv-ai,syv-ai,100.0,PASSTHROUGH
syxanash,syxanash,100.0,PASSTHROUGH
szczyglis-dev,szczyglis-dev,100.0,PASSTHROUGH
szegedai,szegedai,100.0,PASSTHROUGH
tadata-org,tadata-org,100.0,PASSTHROUGH
taielab,taielab,100.0,PASSTHROUGH
taishi-i,taishi-i,100.0,PASSTHROUGH
takara-ai,takara-ai,100.0,PASSTHROUGH
talkdai,talkdai,100.0,PASSTHROUGH
tambo-ai,tambo-ai,100.0,PASSTHROUGH
taracodlabs,taracodlabs,100.0,PASSTHROUGH
taranis-ai,taranis-ai,100.0,PASSTHROUGH
tastyeffectco,tastyeffectco,100.0,PASSTHROUGH
tavily-ai,tavily-ai,100.0,PASSTHROUGH
taylorai,taylorai,100.0,PASSTHROUGH
taylorwilsdon,taylorwilsdon,100.0,PASSTHROUGH
teilomillet,teilomillet,100.0,PASSTHROUGH
tensorzero,tensorzero,100.0,PASSTHROUGH
tenstorrent,tenstorrent,100.0,PASSTHROUGH
testdotai,testdotai,100.0,PASSTHROUGH
testdriverai,testdriverai,100.0,PASSTHROUGH
tetsuo-ai,tetsuo-ai,100.0,PASSTHROUGH
th1nhhdk,th1nhhdk,100.0,PASSTHROUGH
the-ai-merge,the-ai-merge,100.0,PASSTHROUGH
the-crypt-keeper,the-crypt-keeper,100.0,PASSTHROUGH
the-open-agent,the-open-agent,100.0,PASSTHROUGH
theJayTea,theJayTea,100.0,PASSTHROUGH
theaniketgiri,theaniketgiri,100.0,PASSTHROUGH
theopenco,theopenco,100.0,PASSTHROUGH
theos-ai,theos-ai,100.0,PASSTHROUGH
thepersonalaicompany,thepersonalaicompany,100.0,PASSTHROUGH
theredsix,theredsix,100.0,PASSTHROUGH
thesysdev,thesysdev,100.0,PASSTHROUGH
thomwebb,thomwebb,100.0,PASSTHROUGH
tile-ai,tile-ai,100.0,PASSTHROUGH
timescale,timescale,100.0,PASSTHROUGH
timeseriesAI,timeseriesAI,100.0,PASSTHROUGH
timmyy123,timmyy123,100.0,PASSTHROUGH
tingaicompass,tingaicompass,100.0,PASSTHROUGH
tinkoff-ai,tinkoff-ai,100.0,PASSTHROUGH
tinykit-studio,tinykit-studio,100.0,PASSTHROUGH
tinyvision-ai-inc,tinyvision-ai-inc,100.0,PASSTHROUGH
tjake,tjake,100.0,PASSTHROUGH
tmgthb,tmgthb,100.0,PASSTHROUGH
tninja,tninja,100.0,PASSTHROUGH
tomascupr,tomascupr,100.0,PASSTHROUGH
tover0314-w,tover0314-w,100.0,PASSTHROUGH
towardsai,towardsai,100.0,PASSTHROUGH
tracel-ai,tracel-ai,100.0,PASSTHROUGH
tradingstrategy-ai,tradingstrategy-ai,100.0,PASSTHROUGH
traversaal-ai,traversaal-ai,100.0,PASSTHROUGH
travisvn,travisvn,100.0,PASSTHROUGH
traycerai,traycerai,100.0,PASSTHROUGH
trayio,trayio,100.0,PASSTHROUGH
trendy-design,trendy-design,100.0,PASSTHROUGH
trpc-group,trpc-group,100.0,PASSTHROUGH
truefoundry,truefoundry,100.0,PASSTHROUGH
truffle-ai,truffle-ai,100.0,PASSTHROUGH
trustable-ai,trustable-ai,100.0,PASSTHROUGH
trustyai-explainability,trustyai-explainability,100.0,PASSTHROUGH
tryAGI,tryAGI,100.0,PASSTHROUGH
trycompai,trycompai,100.0,PASSTHROUGH
trymirai,trymirai,100.0,PASSTHROUGH
trypear,trypear,100.0,PASSTHROUGH
ttlequals0,ttlequals0,100.0,PASSTHROUGH
tum-ai,tum-ai,100.0,PASSTHROUGH
turing-machines,turing-machines,100.0,PASSTHROUGH
tuya,tuya,100.0,PASSTHROUGH
typedef-ai,typedef-ai,100.0,PASSTHROUGH
tzachbon,tzachbon,100.0,PASSTHROUGH
uccl-project,uccl-project,100.0,PASSTHROUGH
ucfai,ucfai,100.0,PASSTHROUGH
uhub,uhub,100.0,PASSTHROUGH
ultracontext,ultracontext,100.0,PASSTHROUGH
undertheseanlp,undertheseanlp,100.0,PASSTHROUGH
undreamai,undreamai,100.0,PASSTHROUGH
uniai-lab,uniai-lab,100.0,PASSTHROUGH
unifai-network,unifai-network,100.0,PASSTHROUGH
unionai,unionai,100.0,PASSTHROUGH
unit-mesh,unit-mesh,100.0,PASSTHROUGH
unitagain,unitagain,100.0,PASSTHROUGH
universal-tool-calling-protocol,universal-tool-calling-protocol,100.0,PASSTHROUGH
unslothai,unslothai,100.0,PASSTHROUGH
upstash,upstash,100.0,PASSTHROUGH
us,us,100.0,PASSTHROUGH
usacognition,usacognition,100.0,PASSTHROUGH
useagenthq,useagenthq,100.0,PASSTHROUGH
utkuozdemir,utkuozdemir,100.0,PASSTHROUGH
vakra-dev,vakra-dev,100.0,PASSTHROUGH
valentinfrlch,valentinfrlch,100.0,PASSTHROUGH
valeoai,valeoai,100.0,PASSTHROUGH
valkor-ai,valkor-ai,100.0,PASSTHROUGH
vals-ai,vals-ai,100.0,PASSTHROUGH
vanloctech,vanloctech,100.0,PASSTHROUGH
vanna-ai,vanna-ai,100.0,PASSTHROUGH
varchar-io,varchar-io,100.0,PASSTHROUGH
vast-ai,vast-ai,100.0,PASSTHROUGH
vectra-ai-research,vectra-ai-research,100.0,PASSTHROUGH
vectranetworks,vectranetworks,100.0,PASSTHROUGH
vegu-ai,vegu-ai,100.0,PASSTHROUGH
veniceai,veniceai,100.0,PASSTHROUGH
vercel,vercel,100.0,PASSTHROUGH
vercel-labs,vercel-labs,100.0,PASSTHROUGH
verygoodplugins,verygoodplugins,100.0,PASSTHROUGH
vessl-ai,vessl-ai,100.0,PASSTHROUGH
vibing-ai,vibing-ai,100.0,PASSTHROUGH
viktor-platform,viktor-platform,100.0,PASSTHROUGH
vital-ai,vital-ai,100.0,PASSTHROUGH
vitali87,vitali87,100.0,PASSTHROUGH
vivo-ai-lab,vivo-ai-lab,100.0,PASSTHROUGH
vizra-ai,vizra-ai,100.0,PASSTHROUGH
vobiz-ai,vobiz-ai,100.0,PASSTHROUGH
vonzosten,vonzosten,100.0,PASSTHROUGH
voocel,voocel,100.0,PASSTHROUGH
voska,voska,100.0,PASSTHROUGH
vuejs-ai,vuejs-ai,100.0,PASSTHROUGH
vuer-ai,vuer-ai,100.0,PASSTHROUGH
waifuai,waifuai,100.0,PASSTHROUGH
waldzellai,waldzellai,100.0,PASSTHROUGH
walkinglabs,walkinglabs,100.0,PASSTHROUGH
wanikua,wanikua,100.0,PASSTHROUGH
warp-context,warp-context,100.0,PASSTHROUGH
wassim249,wassim249,100.0,PASSTHROUGH
wavey-ai,wavey-ai,100.0,PASSTHROUGH
web-agent-master,web-agent-master,100.0,PASSTHROUGH
weibocom,weibocom,100.0,PASSTHROUGH
wgryc,wgryc,100.0,PASSTHROUGH
whataiart,whataiart,100.0,PASSTHROUGH
wildlifeai,wildlifeai,100.0,PASSTHROUGH
windsor-ai,windsor-ai,100.0,PASSTHROUGH
winfunc,winfunc,100.0,PASSTHROUGH
winstonkoh87,winstonkoh87,100.0,PASSTHROUGH
wit-ai,wit-ai,100.0,PASSTHROUGH
withcatai,withcatai,100.0,PASSTHROUGH
womboai,womboai,100.0,PASSTHROUGH
woniu9524,woniu9524,100.0,PASSTHROUGH
worka-ai,worka-ai,100.0,PASSTHROUGH
worldbench,worldbench,100.0,PASSTHROUGH
wquguru,wquguru,100.0,PASSTHROUGH
wwbin2017,wwbin2017,100.0,PASSTHROUGH
xark-argo,xark-argo,100.0,PASSTHROUGH
xataio,xataio,100.0,PASSTHROUGH
xbtlin,xbtlin,100.0,PASSTHROUGH
xenodium,xenodium,100.0,PASSTHROUGH
xianjianlf2,xianjianlf2,100.0,PASSTHROUGH
xiaojilele-glitch,xiaojilele-glitch,100.0,PASSTHROUGH
xpander-ai,xpander-ai,100.0,PASSTHROUGH
xpert-ai,xpert-ai,100.0,PASSTHROUGH
xzf-thu,xzf-thu,100.0,PASSTHROUGH
yaak-ai,yaak-ai,100.0,PASSTHROUGH
yamadashy,yamadashy,100.0,PASSTHROUGH
yangfeng20,yangfeng20,100.0,PASSTHROUGH
yarin-zhang,yarin-zhang,100.0,PASSTHROUGH
yifanfeng97,yifanfeng97,100.0,PASSTHROUGH
yjacquin,yjacquin,100.0,PASSTHROUGH
yogsoth-ai,yogsoth-ai,100.0,PASSTHROUGH
yokingma,yokingma,100.0,PASSTHROUGH
yokoffing,yokoffing,100.0,PASSTHROUGH
yoshiko-pg,yoshiko-pg,100.0,PASSTHROUGH
youssefHosni,youssefHosni,100.0,PASSTHROUGH
yueliu1999,yueliu1999,100.0,PASSTHROUGH
yuxiaopeng,yuxiaopeng,100.0,PASSTHROUGH
yvgude,yvgude,100.0,PASSTHROUGH
yzfly,yzfly,100.0,PASSTHROUGH
zai-org,zai-org,100.0,PASSTHROUGH
zebbern,zebbern,100.0,PASSTHROUGH
zenml-io,zenml-io,100.0,PASSTHROUGH
zhaoyang97,zhaoyang97,100.0,PASSTHROUGH
zhayujie,zhayujie,100.0,PASSTHROUGH
zhenglab,zhenglab,100.0,PASSTHROUGH
zhimaAi,zhimaAi,100.0,PASSTHROUGH
zhongkaifu,zhongkaifu,100.0,PASSTHROUGH
zhongyu09,zhongyu09,100.0,PASSTHROUGH
zhouxiaoka,zhouxiaoka,100.0,PASSTHROUGH
zi-yue-1129,zi-yue-1129,100.0,PASSTHROUGH
zinggAI,zinggAI,100.0,PASSTHROUGH
zinja-coder,zinja-coder,100.0,PASSTHROUGH
zosmaai,zosmaai,100.0,PASSTHROUGH
zsibot,zsibot,100.0,PASSTHROUGH
zvec-ai,zvec-ai,100.0,PASSTHROUGH
zylos-ai,zylos-ai,100.0,PASSTHROUGH
zyndai,zyndai,100.0,PASSTHROUGH
